text,label,strategi
Saya sering menggunakan humor untuk membangun kedekatan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya suka kegiatan informal yang memperkuat hubungan tim.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa lebih nyaman bekerja di tempat yang terbuka dan fleksibel.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya suka bertukar cerita dengan rekan kerja setiap pagi.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa termotivasi jika bisa menginspirasi orang lain dengan kisah saya.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih percaya diri jika dikelilingi orang yang responsif.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya suka menyusun strategi kerja dan langsung mengeksekusinya.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa tertantang ketika diberi tugas penting dan mendesak.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya terbiasa membuat daftar target mingguan.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya tidak suka pekerjaan yang terlalu monoton.,Choleric,Hindari pekerjaan yang terlalu monoton.
Saya lebih suka pendekatan langsung dan to the point dalam komunikasi.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya suka menyusun struktur kerja dan membaginya ke tim.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya terbiasa memantau progres proyek harian.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya merasa terganggu jika tidak ada hasil konkret setelah rapat.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka membuat timeline dan memaksa diri saya untuk mencapainya.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya tidak nyaman jika tugas saya terlalu bergantung pada tim lain.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka bekerja dengan rekan yang cepat tanggap.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka membuat keputusan cepat dalam kondisi mendesak.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa puas jika bisa memecahkan masalah rumit.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya terbiasa mengevaluasi performa setiap akhir minggu.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka mengambil tanggung jawab penuh atas keberhasilan tim.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya tidak nyaman bekerja tanpa kejelasan arah.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka sistem kerja yang berdasarkan efisiensi.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa lebih baik jika semua berjalan sesuai timeline.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya suka membuat perencanaan kerja jangka panjang.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya suka mengamati pola dan menganalisis kemungkinan terbaik.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa meneliti sebelum membuat keputusan penting.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih suka membaca dokumen terlebih dahulu sebelum rapat.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak suka perubahan mendadak tanpa penjelasan.,Melancholic,Hindari perubahan mendadak tanpa penjelasan. secara konsisten.
Saya terbiasa mencatat kesalahan untuk pembelajaran di masa depan.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa lebih aman jika punya panduan tertulis.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya suka mengevaluasi hasil akhir secara mendalam.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa menggunakan warna dan simbol untuk menyusun catatan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka kerja individu agar bisa fokus mendalam.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa terganggu dengan obrolan tidak penting saat bekerja.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih nyaman dengan ritme kerja yang teratur.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa membandingkan beberapa opsi sebelum memilih.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka merencanakan dari jauh-jauh hari.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak nyaman jika tidak bisa menyusun ulang konsep sendiri.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka membaca ulang email sebelum mengirimnya.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa membuat versi draf sebelum presentasi.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih nyaman menulis opini daripada menyampaikannya langsung.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya merasa lebih percaya diri jika semua hal tercatat rapi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka menilai ulang ide yang saya buat sebelum disampaikan.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka membantu menyatukan sudut pandang berbeda.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya tidak suka jika konflik kecil dibesar-besarkan.,Phlegmatic,Hindari konflik kecil dibesar-besarkan. Ciptakan suasana kerja yang tenang tanpa tekanan.
Saya terbiasa menjaga stabilitas dalam tim.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya lebih suka menghindari argumen terbuka.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya merasa nyaman menjadi penengah saat ada ketegangan.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya tidak nyaman jika suasana terlalu tegang.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya lebih suka koordinasi yang jelas tanpa harus berdebat.,Phlegmatic,Pastikan ciptakan suasana kerja yang tenang tanpa tekanan.
Saya suka menjadi penghubung antar divisi karena sifat saya netral.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya merasa cukup jika semua berjalan sesuai alur.,Phlegmatic,Jaga stabilitas suasana kerja dan berikan bantuan personal.
Saya tidak suka tekanan waktu yang terlalu mendadak.,Phlegmatic,Pastikan hindari tekanan waktu yang terlalu mendadak.
Saya terbiasa menyelesaikan pekerjaan dengan cara yang damai.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya lebih suka mengalah demi suasana tetap tenang.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya terbiasa menghindari obrolan yang bisa menimbulkan salah paham.,Phlegmatic,Jaga stabilitas suasana kerja dan berikan bantuan personal.
Saya suka memberikan dukungan secara diam-diam.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya lebih senang menerima masukan pribadi daripada dikritik terbuka.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya tidak suka suasana kerja yang penuh intrik.,Phlegmatic,Pastikan hindari suasana kerja yang penuh intrik.
Saya terbiasa bertanya dengan sopan jika tidak mengerti.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya merasa nyaman jika diberi ruang untuk bekerja dengan ritme sendiri.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya suka memulai hari kerja dengan menyapa teman-teman.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa lebih fokus jika suasana kerja tidak terlalu serius.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya terbiasa memotivasi orang lain dengan kata-kata yang menyenangkan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih suka belajar lewat diskusi santai daripada membaca sendiri.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya tidak tahan jika harus diam terlalu lama tanpa interaksi.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa lebih produktif jika bisa tertawa bersama tim.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya suka membawa keceriaan ke dalam suasana yang tegang.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya sering berbicara spontan dalam rapat tanpa skrip.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya lebih nyaman menyampaikan presentasi dengan gaya interaktif.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya senang menjadi penggerak dalam suasana yang pasif.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya mudah membaur dalam kelompok baru.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya suka membuat ice breaking di awal pertemuan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya sering menjadi penghubung komunikasi antar tim.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih suka menghindari konflik dengan candaan.,Sanguine,Ciptakan suasana kerja yang tenang tanpa tekanan. secara konsisten.
Saya merasa tertarik pada orang yang mudah tertawa.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya suka membantu rekan kerja yang terlihat tidak bersemangat.,Sanguine,Ajak dia berdiskusi atau bekerja dalam kelompok. secara konsisten.
Saya sering menjadi orang pertama yang menyapa di acara besar.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya merasa cepat akrab dengan siapa pun yang terbuka.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa canggung jika suasana terlalu kaku.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya terbiasa menjaga semangat tim dengan gaya santai.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya merasa terdorong untuk menyelesaikan tugas sebelum tenggat waktu.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka membuat sistem kerja agar lebih efisien.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa tanggung jawab sebagai hal penting dalam peran saya.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya terbiasa menyusun rencana sebelum memulai proyek.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka menyampaikan arahan secara langsung.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka proyek dengan target besar dan hasil nyata.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya tidak nyaman jika pertemuan terlalu berlarut tanpa kesimpulan.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka memimpin jika situasi mulai tidak terarah.,Choleric,Berikan kesempatan untuk memimpin dan mengambil tanggung jawab. secara konsisten.
Saya merasa terdorong untuk mengejar hasil terbaik.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya terbiasa menetapkan prioritas setiap pagi.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka menyusun laporan berkala untuk menilai progres.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa produktif jika tantangan tinggi.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya tidak suka penundaan dalam pengambilan keputusan.,Choleric,Pastikan hindari penundaan dalam pengambilan keputusan.
Saya suka menyampaikan pendapat dengan data yang jelas.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya merasa nyaman dengan sistem kerja yang kompetitif.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya terbiasa mengatur alur kerja tim secara rinci.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka aksi nyata daripada teori yang panjang.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya tidak suka jika hasil kerja tidak sesuai ekspektasi saya.,Choleric,Pastikan hindari hasil kerja tidak sesuai ekspektasi saya.
Saya suka mengelola sumber daya agar digunakan dengan optimal.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa lebih tenang jika semua informasi tersedia sebelum mulai.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih suka menulis daripada berbicara langsung.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa membuat jurnal atau catatan harian.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka menyusun data dengan rapi agar mudah dipahami.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih nyaman membaca laporan lengkap daripada ringkasan saja.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa tidak siap jika presentasi tidak terstruktur.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka menganalisis masalah dari berbagai sudut.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa memeriksa dokumen beberapa kali sebelum mengirim.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka pengambilan keputusan berdasarkan logika.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak nyaman dengan pekerjaan yang berganti-ganti tanpa perencanaan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka membandingkan hasil dengan standar sebelumnya.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya merasa lebih cocok dengan pekerjaan yang butuh ketelitian tinggi.,Melancholic,Pastikan berikan informasi yang terstruktur dan detail.
Saya terbiasa membuat rangkuman setiap selesai membaca.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih suka belajar dalam suasana tenang dan pribadi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya merasa terganggu dengan ruangan yang tidak teratur.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya suka menyusun rencana jangka panjang.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa mengecek hasil kerja hingga tiga kali.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka menyampaikan saran secara tertulis.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya merasa cukup menjadi pengamat dalam diskusi.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya tidak suka jika harus mengambil keputusan secara tergesa-gesa.,Phlegmatic,Pastikan hindari harus mengambil keputusan secara tergesa-gesa.
